Outlet Code,Outlet Name,Sap No,Freezer Model,SCAN Location Latitude,SCAN Location Longitude
HUL-I10C159P3107-P3107,MS AARYA SARITA KANDR 3,400100286467,W325G - WESTERN 325L GLASSTOP,19.0545099,73.0196809
HUL-I10A438P12737216-P12737216,SHREE PATEL DEARY FARM,400100324479,W525G - WESTERN 525L GLASSTOP,19.3784182,72.8273401
HUL-I10C140P8246-P8246,Dwarkadhish Dairy,400100372047,W425G - WESTERN 425L GLASSTOP,19.2703802,72.8862885
HUL-I10C032P4343-P4343,MATOSHREE MEDICAL,400100254229,W425G - WESTERN 425L GLASSTOP,19.1647523,73.247811
HUL-I134549P426-P426,JAI MAA ASHAPURA KIRANA AND GRNRAL STORE,30001012,VT2 - NUCAB 300L GLASSTOP,19.1647257,73.2473097
HUL-I134490P9628-P9628,.1.ILLTILL CEMIST.,400100286453,W325G - WESTERN 325L GLASSTOP,19.1268157,72.8388085
HUL-I134549P547-P547,SHREE GANESH PROVISION STORES,30001218,VT2 - NUCAB 300L GLASSTOP,19.1653011,73.2457901
HUL-1330601785-1785,WIMPY GEN STORE TG,30034000,VT4 - NUCAB 450L GLASSTOP,19.1674911,72.9446445
HUL-I10A438P1205-P1205,NEW WELLCARE CHEMIST,400100219494,W425G - WESTERN 425L GLASSTOP,19.3790883,72.8240788
HUL-I134490P2473-P2473,M/S GUPTA PAN BEEDI SHOP & GENERAL STORE (AND-W),400100226151,W325G - WESTERN 325L GLASSTOP,19.1274711,72.8345669
HUL-I10A304P3739-P3739,Radhe Govind Bakers,30050622,W325G - WESTERN 325L GLASSTOP,19.1567004,73.2634882
HUL-I10C140P8270-P8270,Surti Dairy & Bakers,400100377394,W425G - WESTERN 425L GLASSTOP,19.272559,72.8885271
HUL-I10A301P10827-P10827,VEDANGI ICE CREAM PARLOUR (ADITYA),30066550,W425G - WESTERN 425L GLASSTOP,19.1570829,73.265434
HUL-I134524P791-P791,BADRI ICE CREAM & KULFI,30063088,W425G - WESTERN 425L GLASSTOP,19.3799696,72.8244255
HUL-I10C140P8298-P8298,OM SHIV SHAKTI CORPORATION,400100379999,W425G - WESTERN 425L GLASSTOP,19.26985,72.8890549
HUL-I10A438P12734047-P12734047,PRABHU GANREL STORE,30130843,W425G - WESTERN 425L GLASSTOP,19.381817,72.8253087
HUL-I134490P3003-P3003,M/s ARVIND GEN STORES (AND-W),400100324588,W425G - WESTERN 425L GLASSTOP,19.1327955,72.8149428
HUL-I134897P9128-P9128,NOBLE PLUS (MULUND-W),30155030,W425G - WESTERN 425L GLASSTOP,19.1613922,72.9441705
HUL-I10C273P3376-P3376,Shree Gokul Dairy,400100384482,W425G - WESTERN 425L GLASSTOP,18.9861856,73.1071822
HUL-I10A438P12736625-P12736625,M.S. NIMBESHWAR MEDICAL STORES,400100273598,W425G - WESTERN 425L GLASSTOP,19.3814103,72.8263148
HUL-I170107P1719-P1719,UNITY DAIRY AND GENERAL STORES (AND -W),30041692,VT4 - NUCAB 450L GLASSTOP,19.1424671,72.8123193
HUL-I10C032P5173-P5173,New AARTHI DAIRY,400100284835,W325G - WESTERN 325L GLASSTOP,19.2126386,73.1348844
HUL-I134242P2796-P2796,DURGA MEDICAL STORE,30148694,W425G - WESTERN 425L GLASSTOP,19.2694581,72.8879283
HUL-I10C273P2458-P2458,SANA GENRAL STORE,400100293538,W425G - WESTERN 425L GLASSTOP,18.9860192,73.1070676
HUL-I134524P410-P410,MAHADEV NOVELTY (VASAI WEST),30082340,W425G - WESTERN 425L GLASSTOP,19.3814017,72.8273455
HUL-I134490P10112-P10112,Rahul Store,400100370490,W325G - WESTERN 325L GLASSTOP,19.1422562,72.8102799
HUL-I170105P3648-P3648,SHEETAL DAIRY,400100134905,ECONIC - HAIER 400L GLASSTOP,19.0118895,73.0289054
HUL-I10A042P4721-P436,NOBLE PLUS (POWAI),400100091713,VT3 - NUCAB 400L GLASSTOP,19.1177911,72.9050123
HUL-I10C162P3280-P3280,Nini Kitchen Family Restaurant,400100331464,W325G - WESTERN 325L GLASSTOP,19.2312371,72.980235
HUL-I10A483P2346-P2346,Sai Restaurant,30117745,XS550 - XING XING 475L GLASSTOP,19.2742507,73.0795766
HUL-133060P4573-P4573,RAJPAL SINGH RANA ( POWAI ),30038937,VT4 - NUCAB 450L GLASSTOP,19.1186993,72.9050742
HUL-I170105P3988-P3988,SIDDHI VINAYAK MEDICAL,400100124763,VT2 - NUCAB 300L GLASSTOP,19.0138599,73.0307502
HUL-I134490P6344-P6344,LAXMI MEDICAL & GENERAL STORE (AND-W),30111628,W325G - WESTERN 325L GLASSTOP,19.141598,72.8053239
HUL-I134524P423-P423,DIAMOND CHEMIST (VASAI WEST),30034007,VT4 - NUCAB 450L GLASSTOP,19.3824218,72.8240425
HUL-I10A442P9-P9,Zayan Coldrink & Icecream,30114081,W425G - WESTERN 425L GLASSTOP,19.0562539,72.8439341
HUL-I134242P1404-P1404,Shree Shiv Sagar Dairy,30062242,W425G - WESTERN 425L GLASSTOP,19.2807326,72.8840533
HUL-I10C258P792-P792,Shree Sanvariya Dairy,30114121,W425G - WESTERN 425L GLASSTOP,19.2663066,73.0883022
HUL-I190034P2073-P2073,KRISHNA CHEMIST AND DRUGGIST,400100341073,W425G - WESTERN 425L GLASSTOP,19.228117,72.9805604
HUL-I170109P330-P330,JAY SHREE RAM ICE CREAM,400100269883,W525G - WESTERN 525L GLASSTOP,19.3834033,72.8249626
HUL-I10C181P3544-P3544,5K Hotel,400100384406,W425G - WESTERN 425L GLASSTOP,19.1815185,73.1512163
HUL-I10C258P772-P772,OM SAI  DAIRY,30049525,W425G - WESTERN 425L GLASSTOP,19.2683032,73.0869242
HUL-I10C181P3200-P3200,5K Family Resto & Bar,400100338496,W525G - WESTERN 525L GLASSTOP,19.1815418,73.151186
HUL-I10C159P3975-P3975,HARSHU PHARMA,400100358982,W325G - WESTERN 325L GLASSTOP,19.0138599,73.0307502
HUL-I134490P10150-P10150,Waffle Story,400100397465,W225G - WESTERN 225L GLASSTOP,19.1418753,72.8053719
HUL-I10A301P12051-P12051,Shree Generic Medicine Stores,400100377312,W425G - WESTERN 425L GLASSTOP,19.0165702,73.0883593
HUL-I134242P4259-P4259,Mahadev Super Market,400100211714,W325G - WESTERN 325L GLASSTOP,19.2834435,72.8834853
HUL-I10C258P620-P620,SHREENATH MEDICAL & GENERAL STORE,400100292695,W425G - WESTERN 425L GLASSTOP,19.2671062,73.0853512
HUL-I10C032P5740-P5740,AAI Ekvira Medical General Store,400100319234,W425G - WESTERN 425L GLASSTOP,19.1810828,73.1453516
HUL-I10A451P7053-P7053,JANHIT CHEMIST & DRUGGIST,30130924,W325G - WESTERN 325L GLASSTOP,19.1028239,72.890971
HUL-I134490P8891-P8891,GRAND STAR MEDICAL,400100292679,W425G - WESTERN 425L GLASSTOP,19.1389022,72.8097794
HUL-I170109P675-P675,MAA PARKHELA SUPER MARKET,30004178,VT3 - NUCAB 400L GLASSTOP,19.283558,72.8835831
HUL-I134242P565-P565,"GIRIRAJ (SWEETS, ICE-CREAM & FAST FOOD)",400100103626,VT3 - NUCAB 400L GLASSTOP,19.3848295,72.8246844
HUL-I10C181P3153-P3153,Jagdamba Medical Store,400100293763,W325G - WESTERN 325L GLASSTOP,19.1793665,73.1441708
HUL-I10C140P8354-P8354,WELLNESS MEDIMART,400100403384,W325G - WESTERN 325L GLASSTOP,19.2831163,72.883151
HUL-I134714P1097-P1097,RELIANCE Retail  LTD  (KALA NAGAR),400100350232,SRF500 - VERTICAL FREEZER - WESTERN,19.0564886,72.8498526
HUL-I10C159P3132-P3132,Ms  Jai Shreenath Dairy,400100280555,W525G - WESTERN 525L GLASSTOP,19.0133492,73.032964
HUL-I170107P966-P966,AVENUE SUPER MART P LTD (AND-W),30130345,SRF500 - VERTICAL FREEZER - WESTERN,19.136393,72.8105968
HUL-I10A483P253-P253,HOTEL SANDEEP VEGES,400100280140,W525G - WESTERN 525L GLASSTOP,19.2564611,73.0954049
HUL-I10C181P3170-P3170,Ansh Dairy,400100324534,W325G - WESTERN 325L GLASSTOP,19.1796021,73.1443658
HUL-I134524P1154-P1154,DIAMOND CHEMIST,400100293539,W425G - WESTERN 425L GLASSTOP,19.3851171,72.8235365
HUL-I10A451P9827-P9827,Shreepuja Cattering Service (Gurunanak Hospital),400100333124,W325G - WESTERN 325L GLASSTOP,19.0597637,72.852698
HUL-I170105P1139-P1139,APNA KIRANA STORES,400100269226,W525G - WESTERN 525L GLASSTOP,19.012561,73.0322261
HUL-I134556P1317-P1317,NEW SHALIMAR COLD DRINK HOUSE,30037141,VT2 - NUCAB 300L GLASSTOP,19.1014543,72.890445
HUL-I134242P1613-P1613,Norths Health & More,400100341197,W525G - WESTERN 525L GLASSTOP,19.2813535,72.884563
HUL-I10A042P5135-P5135,SHRI PANDURANG MEDICO CENTRE,400100286538,W325G - WESTERN 325L GLASSTOP,19.0606267,72.8505874
HUL-I10A438P12737482-P12737482,M.S SUEET DAIRY,400100357180,W325G - WESTERN 325L GLASSTOP,19.3843763,72.8221675
HUL-I134556P1696-P1696,SUPEREME FASTFOOD,400100091722,VT3 - NUCAB 400L GLASSTOP,19.1031416,72.8880002
HUL-I134556P1749-P1225,NEW BIKANER SWEETS,400100324492,W525G - WESTERN 525L GLASSTOP,19.0607361,72.8502496
HUL-I10C140P8124-P8124,Manvi Dairy,400100331500,W325G - WESTERN 325L GLASSTOP,19.2816607,72.8849342
HUL-I134524P248-P248,RELIANCE RETAIL LIMITED,30085970,VERTICAL FREEZER - IARP,19.3831313,72.8208644
HUL-I10A438P12736609-P12736609,JAIN NOVELTY AND STATIONARY,400100219073,W425G - WESTERN 425L GLASSTOP,19.382966,72.8211565
HUL-I10A042P1190-P1190,BHATIA MEDICAL & SUPER MARKET,400100389943,W525G - WESTERN 525L GLASSTOP,19.0610473,72.849022
HUL-I10A451P9730-P9730,New Sidheswar General Store,30114264,W325G - WESTERN 325L GLASSTOP,19.0620274,72.8505154
HUL-I10A438P12736648-P12736648,M S PRAJAPATI MEDICAL STORE,400100281951,W325G - WESTERN 325L GLASSTOP,19.3815949,72.8319784
HUL-I134242P2750-P2750,Crystal Chemist (kashi Mira),400100127716,VT3 - NUCAB 400L GLASSTOP,19.267695,72.8779233
HUL-I10A438P12737533-P12737533,Classic Frozenwala & Provision Store,400100377362,W425G - WESTERN 425L GLASSTOP,19.3810126,72.8320939
HUL-I10A438P12736500-P12736500,BIJAL PAN BIDI SHOP,30082388,W325G - WESTERN 325L GLASSTOP,19.3802412,72.8316039
HUL-I190034P1373-P1373,SHREEVIJAY DRY FRUIT(KHAREGAON),400100270867,W525G - WESTERN 525L GLASSTOP,19.2056187,72.9994096
HUL-I10C181P3226-P3226,Mataji Super Market,400100150547,VT3 - NUCAB 400L GLASSTOP,19.1748373,73.2311699
HUL-I10A301P10620-P10620,SHREE BALAJI DUDH  DAIRY  ADITYAA,30083810,W325G - WESTERN 325L GLASSTOP,19.1748644,73.2311892
HUL-I190034P10574-P10574,SANGITA GENERAL STORES,30114025,W425G - WESTERN 425L GLASSTOP,19.204625,72.9998595
HUL-I134549P637-P637,MATAJI MEDICAL& GENERAL STORES,400100255784,W425G - WESTERN 425L GLASSTOP,19.1745039,73.2309544
HUL-I134549P566-P566,SAMARTH KRUPA KIRANA AND GHARGANTI,30012592,VT2 - NUCAB 300L GLASSTOP,19.174168,73.2304981
HUL-I190034P8362-P8362,AMBIKA CHEMIST (kalwa),30153465,W425G - WESTERN 425L GLASSTOP,19.2058743,73.0004918
HUL-I10C032P4339-P4339,THE CELEBRATION HOUSE,400100254129,W325G - WESTERN 325L GLASSTOP,19.1740022,73.2354619
HUL-I134859P848-P848,Wellness Forever Medicare Pvt Ltd Belapur 2,400100220098,W425G - WESTERN 425L GLASSTOP,19.0276373,73.0381403
HUL-I170105P2417-P2417,MATAJI SUPER MARKET,400100157827,VT4 - NUCAB 450L GLASSTOP,19.0277109,73.0381857
HUL-I10A304P3695-P3695,Star Chemist & Druggist,30130624,W325G - WESTERN 325L GLASSTOP,19.1579517,73.2608995
HUL-I10C162P3344-P3344,ABHAYRAM KIRANA STORE,400100335876,W325G - WESTERN 325L GLASSTOP,19.2067113,73.0007493
HUL-I134242P4258-P4258,R S Medical,30153492,W425G - WESTERN 425L GLASSTOP,19.2727766,72.8823752
HUL-I170029P6955-P6955,DIPESH KIRANA STORE,400100348331,W325G - WESTERN 325L GLASSTOP,19.2011783,73.093006
HUL-I134549P334-P334,JYOTI SUPER MARKET,30027364,VT3 - NUCAB 400L GLASSTOP,19.1890763,73.2220815
HUL-I10A008P448049-P448049,Samarth Health Food,400100281988,W325G - WESTERN 325L GLASSTOP,19.1467528,72.8461599
HUL-I10C162P3682-P3682,APPLE CHEMIST AND LIFESTYLE STORE,400100386354,W525G - WESTERN 525L GLASSTOP,19.2049276,73.0024326
HUL-I134714P1741-P1741,Amber Super Market,400100389946,W525G - WESTERN 525L GLASSTOP,19.1442363,72.8476743
HUL-I10C162P3130-P3130,KALWA M.G.S.S.M. NO. 10,30096305,W325G - WESTERN 325L GLASSTOP,19.2049335,73.0024794
HUL-I10A341P5797-P5797,SHREE ARBUDA MEDICAL AND GEN STORE,400100286704,W325G - WESTERN 325L GLASSTOP,18.9534262,72.8360849
HUL-I190034P5311-P5311,1.WELCOME DRYFRUIT,30032280,VT3 - NUCAB 400L GLASSTOP,19.2049173,73.0031309
HUL-I134490P9938-P9938,SHIFA MEDICAL STORE All,400100325981,W325G - WESTERN 325L GLASSTOP,19.1415858,72.8354851
HUL-I10C140P7163-P7163,Hari Om Medical,400100251816,W325G - WESTERN 325L GLASSTOP,19.2788634,72.8815036
HUL-133060674-674,SHRI DURGA DAIRY,400100126484,VT3 - NUCAB 400L GLASSTOP,19.130541,72.8686409
HUL-I134490P8755-P8755,M/S CITRUS CHEMIST (JOG-E),400100324952,W525G - WESTERN 525L GLASSTOP,19.1419195,72.8339296
HUL-I190034P1138-P1138,KAMAL MEDICAL&GEN STORE,400100104897,EFE5702 - LIEBHERR 500L GLASSTOP,19.2048452,73.0036169
HUL-I10C140P8360-P8360,WELLNESS FOREVER CHEMIST (VN),400100382393,W425G - WESTERN 425L GLASSTOP,19.2787758,72.8815201
HUL-I134490P9920-P9920,JAY HANUMAN GENERAL STORE,400100368238,W325G - WESTERN 325L GLASSTOP,19.1406786,72.8343994
HUL-I134256P107-P107,TOWN BAZAAR,400100324826,W525G - WESTERN 525L GLASSTOP,19.0130124,73.096543
HUL-I170105P1518-P1518,AMAR PROVISION STORE,400100157732,VT4 - NUCAB 450L GLASSTOP,19.0268506,73.0417224
HUL-I10C140P8101-P8101,Akshar Medical & General Stores,400100335654,W425G - WESTERN 425L GLASSTOP,19.2789381,72.8816931
HUL-I170105P2414-P2414,APSARA GENERAL STORE,400100157828,VT4 - NUCAB 450L GLASSTOP,19.0269508,73.0418015
HUL-I134492P552-P552,SATGURU KRIPAMEDICAL AGENCY (JOG - W),400100045107,VT3 - NUCAB 400L GLASSTOP,19.136185,72.8428704
HUL-I10A008P4328-P4328,Shiv Generic Medical & Generl Srote ( Jog-w),30129648,W325G - WESTERN 325L GLASSTOP,19.1354915,72.8436869
HUL-I10C159P4108-P4108,AARTI DAIRY FARM,400100389544,W525G - WESTERN 525L GLASSTOP,19.0257659,73.0434294
HUL-I10A451P1172-P1172,HONEY FOODS,30153444,W525G - WESTERN 525L GLASSTOP,19.1222945,72.8535174
HUL-I170105P3638-P3638,NEW AARTI DAIRY,400100150534,VT3 - NUCAB 400L GLASSTOP,19.0257659,73.0434294
HUL-I134490P1262-P1262,SHRI GANESH MEDICAL & GEN .STORE (JOG-W),30008802,VT2 - NUCAB 300L GLASSTOP,19.1357904,72.8438569
HUL-I10C140P8249-P8249,Delta Medico & Genral Stores,400100372059,W425G - WESTERN 425L GLASSTOP,19.2808265,72.8849129
HUL-I134556P1555-P1555,JAY RAGHUNATH DAIRY,400100324845,W525G - WESTERN 525L GLASSTOP,19.075086,72.8423975
HUL-I134242P4242-P4242,FARMACY SUPER STORE,400100280588,W525G - WESTERN 525L GLASSTOP,19.2813069,72.8845911
HUL-I10C159P4109-P4109,MS JAY SHREE DUDHALAY,400100389518,W525G - WESTERN 525L GLASSTOP,19.0241269,73.044678
HUL-I170105P3441-P3441,JAY SHREE DUGDHALAYA,30096054,W425G - WESTERN 425L GLASSTOP,19.024123,73.0446451
HUL-I10A438P12737177-P12737177,Hitesh Traders,30131891,W425G - WESTERN 425L GLASSTOP,19.4665137,72.81412
HUL-I134556P1536-P1536,SHREE DEVNARAYAN DAIRY,400100372073,W425G - WESTERN 425L GLASSTOP,19.0731707,72.8448027
HUL-I170109P541-P541,MUKESH SUPER MARKET,30004244,VT3 - NUCAB 400L GLASSTOP,19.2876338,72.8788044
HUL-I170105P3772-P3772,MINAKSHI RESTAURANT AND BAR (BELAPUR),30123078,XS550 - XING XING 475L GLASSTOP,19.0248019,73.0428555
HUL-I10A438P12736029-P12736029,Ashapura Super Market,30130705,W425G - WESTERN 425L GLASSTOP,19.4662788,72.8143206
HUL-I10C140P8245-P8245,New Mukesh Super Market,400100386331,W525G - WESTERN 525L GLASSTOP,19.2876338,72.8788044
HUL-I170105P2298-P2298,SHREEJI SWEETS & DRY FRUITS ( BELAPUR),30117659,W425G - WESTERN 425L GLASSTOP,19.0247985,73.0428602
HUL-I10A438P935-P935,RAJ LAXMI SWEETS & FARSAN,400100249929,W525G - WESTERN 525L GLASSTOP,19.4660727,72.8155472
HUL-I10C140P8058-P8058,New Super Care,400100384214,W425G - WESTERN 425L GLASSTOP,19.2855576,72.8769732
HUL-I10A451P9890-P9890,Sumeet General Store,30114266,W325G - WESTERN 325L GLASSTOP,19.0758455,72.8434087
HUL-I10A042P5024-P5024,SAI GENERAL STORE (MULGAON DONGRI),30114421,W325G - WESTERN 325L GLASSTOP,19.1150254,72.8635465
HUL-I10A438P12734225-P12734225,M/S REKHS KIRANA AND GENRAL STORE,30066437,W325G - WESTERN 325L GLASSTOP,19.4673431,72.8146692
HUL-I10A438P12736597-P12736597,CHOUDHARY MEDICAL AND GN STORE,400100377369,W425G - WESTERN 425L GLASSTOP,19.4676192,72.8143247
HUL-I10A438P12737146-P12737146,DEEPAK MEDICAL,30050141,W325G - WESTERN 325L GLASSTOP,19.468286,72.8140385
HUL-I10A438P1032-P1032,Shri Siddhivinayk Super Market,30063128,W425G - WESTERN 425L GLASSTOP,19.4677101,72.8121636
HUL-I10A451P9875-P9875,New Atul Store,30066382,W325G - WESTERN 325L GLASSTOP,19.0757791,72.8436816
HUL-I10A438P1078-P1078,Shiddhivinayak Store,50001309,AB400G - BLUESTAR 400L GLASSTOP [ADITYA],19.467715,72.8121615
HUL-I10A438P12736651-P12736651,Khetalji Low Price,400100291441,W425G - WESTERN 425L GLASSTOP,19.4682216,72.8122283
HUL-I10A341P5635-P5635,SHUBHANKAR STORE,30062547,XS230 - XING XING 200L GLASSTOP,18.9585472,72.8149649
HUL-I10A341P4419-P4419,SOUFFLE FOODWORKS (I) PRIVATE LIMITED,30130633,W325G - WESTERN 325L GLASSTOP,18.9615686,72.8199091
HUL-I10C162P3334-P3334,SHREE RAMDEV ICE CREAM,400100339050,W425G - WESTERN 425L GLASSTOP,19.1966601,72.9917741
HUL-I190034P10489-P10489,HANUMAN PROVISION STORES,400100215539,W325G - WESTERN 325L GLASSTOP,19.202651,73.0005155
HUL-I10C181P3305-P3305,CHILL 99,400100348380,W425G - WESTERN 425L GLASSTOP,19.2098876,73.199676
HUL-I190034P8272-P8272,SHREE VIJAY DAIRY (kharegaon Pakhadi),400100293504,W425G - WESTERN 425L GLASSTOP,19.2042585,73.0012804
HUL-I10C159P3034-P3034,SATNAM CHEMIST AND DRUGGIST,400100281835,W325G - WESTERN 325L GLASSTOP,19.0076341,73.033768
HUL-I190034P895-P895,HOTEL SAI SAGAR,30051534,W425G - WESTERN 425L GLASSTOP,19.2023428,73.0023574
HUL-1330601267-P149,AJAY ICE CREAM & COL,400100338541,W525G - WESTERN 525L GLASSTOP,19.1496838,72.9441529
HUL-I10A301P12011-P12011,Sherr Shyam Dairy And Sweets,30124950,XS550 - XING XING 475L GLASSTOP,19.245877,73.1587328
HUL-I170105P2819-P2819,BHERUNATH KIRANA STORE,30155029,W425G - WESTERN 425L GLASSTOP,19.0074198,73.0339247
HUL-I10C162P3241-P3241,NANDU CHINESE CENTRE,400100324414,W525G - WESTERN 525L GLASSTOP,19.2028106,73.001676
HUL-I133832P11643-P11643,METRO CHEMIST (KHANDA COLONY),30155021,W425G - WESTERN 425L GLASSTOP,19.0058342,73.1117474
HUL-I10C159P4089-P4089,NRS Enterprises (Modern Bazaar),400100370006,W325G - WESTERN 325L GLASSTOP,19.0068464,73.0334569
HUL-I10C181P3084-P3084,Mangalam Medical,400100215549,W325G - WESTERN 325L GLASSTOP,19.174359,73.2391231
HUL-I10C162P3260-P3260,MAULI KRUPA MEDICAL,400100331454,W325G - WESTERN 325L GLASSTOP,19.2014038,73.0006466
HUL-I134549P1073-P1073,Adarsh Dairy Farm And Sweet And Dryfruits,400100047498,VT3 - NUCAB 400L GLASSTOP,19.1740681,73.2398604
HUL-I170105P2843-P2843,YADAV PAN BHANDAR,30100214,W325G - WESTERN 325L GLASSTOP,19.0076885,73.0321631
HUL-I10A301P10438-P10438,JAI MATAJI GENERAL STORES  ADITYAA,30078216,W425G - WESTERN 425L GLASSTOP,19.1447213,72.9489892
HUL-I10A301P10283-P10283,MAA JAGDAMBA  SUPERMARKET  ADITYAA,30096256,W425G - WESTERN 425L GLASSTOP,19.1758125,73.241679
HUL-I134549P554-P554,AMBIKA MEDICAL AND GENRAL STORES,30004177,VT3 - NUCAB 400L GLASSTOP,19.1772017,73.2396734
HUL-I10C159P4135-P4135,Yadav Kirana Store,400100384415,W425G - WESTERN 425L GLASSTOP,19.0076921,73.0321506
HUL-I10A304P698-P698,Laxmi Market,30066500,W425G - WESTERN 425L GLASSTOP,19.1772008,73.2397225
HUL-I10C140P8231-P8231,Health Care Checknaka Medicine Center,400100359041,W325G - WESTERN 325L GLASSTOP,19.2611218,72.8727223
HUL-I10A304P3798-P3798,Shree Samarth Krupa Hotel,30004083,VT2 - NUCAB 300L GLASSTOP,19.1805359,73.2552699
HUL-I134859P1166-P1166,MS 01  kamal super market,400100281008,SRF500 - VERTICAL FREEZER - WESTERN,19.005912,73.1109418
HUL-I134897P4882-P4882,SHUBHAM GENERAL STORE,30066384,W325G - WESTERN 325L GLASSTOP,19.1509339,72.9480611
HUL-I134490P9752-P9752,Naresh Medical And general Store..,400100293541,W425G - WESTERN 425L GLASSTOP,19.1779513,72.8733523
HUL-I134897P8917-P8917,SANWAD,400100266726,W425G - WESTERN 425L GLASSTOP,19.1504504,72.9487396
HUL-I134490P2958-P2958,M.L.SUPER MARKET (KUR-VILL),400100324882,W525G - WESTERN 525L GLASSTOP,19.1779495,72.8729577
HUL-I10C140P8318-P8318,CAKE POINT,400100369855,W325G - WESTERN 325L GLASSTOP,19.2678215,72.8756928
HUL-I10A301P11509-P11509,Shakahari House,400100220132,W425G - WESTERN 425L GLASSTOP,19.0057722,73.1069986
HUL-I134490P8981-P8981,Bhairav Chemist & General Store,400100214951,W325G - WESTERN 325L GLASSTOP,19.1780136,72.8710707
HUL-I170107P2606-P2606,SWASTIK DAIRY (MLD-E),30012778,VT3 - NUCAB 400L GLASSTOP,19.1783527,72.870591
HUL-I10A483P226-P226,Devi Medical And General Stores,30125197,W425G - WESTERN 425L GLASSTOP,19.3078843,73.0579242
HUL-I10C181P3703-P3703,M.S  MADAM KIRANA AND DRY FRUIT STORE,400100348329,W325G - WESTERN 325L GLASSTOP,19.2342885,73.1683346
HUL-I134897P12608-P12608,KAMAL STORES,30123087,XS550 - XING XING 475L GLASSTOP,19.151307,72.9470557
HUL-I10C181P3281-P3281,Hotel Jayshree,400100348385,W425G - WESTERN 425L GLASSTOP,19.2250855,73.1661221
HUL-I134490P9955-P9955,Mahendra Kirana Store,400100341291,W425G - WESTERN 425L GLASSTOP,19.1801215,72.8715531
HUL-I133832P1425-P1425,YUGANDHAR MEDICAL STORES,30012568,VT2 - NUCAB 300L GLASSTOP,19.0063639,73.106508
HUL-I134242P820-P820,WELLNESS FOREVER LIFE STYLE PVT LTD.,30100457,W425G - WESTERN 425L GLASSTOP,19.2849146,72.8622152
HUL-I134490P9949-P9949,New Gomti Rameshwari,400100341237,W525G - WESTERN 525L GLASSTOP,19.1801414,72.8712933
HUL-I170029P2235-P2235,METROMEDICAL CHEMIST & DRUGGIST,30125204,W425G - WESTERN 425L GLASSTOP,19.1808703,73.1416373
HUL-I10A301P12121-P12121,SVM Hospitality,400100291437,W425G - WESTERN 425L GLASSTOP,19.0065486,73.1025713
HUL-I170107P1828-P1828,GOMANTI RAMESHWARI DAIRY (MLD-E),30032287,VT3 - NUCAB 400L GLASSTOP,19.1801424,72.8712919
HUL-I1701054-4,LAXMI HOTEL,400100280972,W525G - WESTERN 525L GLASSTOP,19.0115721,73.0364634
HUL-I10C032P6179-P6179,Maharashtra Medical And General Store,400100370054,W325G - WESTERN 325L GLASSTOP,19.1807532,73.1384641
HUL-I170109P612-P612,1.INSHA BAKERY,400100092155,VT3 - NUCAB 400L GLASSTOP,19.2883229,72.8609417
HUL-I134490P2217-P2217,MOMAYA TRADERS (MLD-E),400100335793,W425G - WESTERN 425L GLASSTOP,19.1770522,72.8698492
HUL-I10C032P5838-P5838,Shree Smart Kripa,400100325842,W325G - WESTERN 325L GLASSTOP,19.180935,73.138
HUL-I134490P9569-P9569,Shruti Dairy,30049984,W425G - WESTERN 425L GLASSTOP,19.1769852,72.8701443
HUL-I170109P284-P284,PLAZA MEDICAL AND GENERAL STORE,30085897,W425G - WESTERN 425L GLASSTOP,19.285909,72.8585637
HUL-I170105P522-P522,RELIANCE FRESH LTD (BELAPUR),400100386072,W525G - WESTERN 525L GLASSTOP,19.0110566,73.0363486
HUL-I134490P9017-P9017,Shree Krishna Dugdhalay,400100104229,MVT2 - MAGNUM NUCAB 300L GLASSTOP,19.1772459,72.8702235
HUL-I170105P7652-P7652,SUDAMA VEG RESTURANT,30076310,XS550 - XING XING 475L GLASSTOP,19.011703,73.0358387
HUL-I134490P9560-P9560,Sam Snacks & Chinese,400100274017,W425G - WESTERN 425L GLASSTOP,19.175776,72.8698203
HUL-I170105137-137,HOTEL MAHESH,30066394,W325G - WESTERN 325L GLASSTOP,19.0109705,73.0361425
HUL-I10C140P8377-P8377,AQSA  MEDICAL & GENERAL STORE,400100382812,W425G - WESTERN 425L GLASSTOP,19.2894684,72.8577703
HUL-I10C159P4161-P4161,Pranaam Fine Dine Bar,400100358943,W325G - WESTERN 325L GLASSTOP,19.0117054,73.0358939
HUL-I134490P1600-P1600,NARAYAN DAIRY FARM (VLP-W),30032352,VT3 - NUCAB 400L GLASSTOP,19.1051044,72.842728
HUL-I170107678-678,SHREE SAGAR DAIRY,400100249709,W525G - WESTERN 525L GLASSTOP,19.18345,72.8501086
HUL-I10A442P347-P347,Mahalaxmi Dairy Farm,30114515,W425G - WESTERN 425L GLASSTOP,19.1836747,72.8506754
HUL-I134490P9398-P9398,Rajnish Wellness Limited,400100230941,W425G - WESTERN 425L GLASSTOP,19.1836174,72.850766
HUL-I134490P2981-P2981,MAHAVIR MEDICAL AND GENERAL STORES (MLD-E),30075634,W425G - WESTERN 425L GLASSTOP,19.1848026,72.8530501
HUL-I134490P4882-P4882,AASHAPURA MEDICO GENERAL STORE (MLD-E),30130825,W425G - WESTERN 425L GLASSTOP,19.1834476,72.8537687
HUL-I134490P9944-P9944,Shree Shiv Sai Ice Cream Parlour,30050166,W325G - WESTERN 325L GLASSTOP,19.1834273,72.8539424
